Warning: truncated output (original token count: 70103)
Total output lines: 1297

spec_id,family,parameters,strict_eligible
CO-0250,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0251,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0252,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0253,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0254,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0255,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0256,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0257,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0258,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0259,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0260,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0261,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0262,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0263,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0264,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0265,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0266,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0267,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0268,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0269,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0270,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0271,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0272,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0273,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0274,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0275,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0276,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0277,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0278,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0279,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0280,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0281,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0282,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0283,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0284,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0285,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0286,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0287,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":60,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0288,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0289,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0290,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0291,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0292,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0293,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0294,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0295,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0296,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0297,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0298,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0299,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0300,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0301,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0302,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0303,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0304,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0305,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0306,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0307,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0308,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0309,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0310,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0311,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0312,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0313,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0314,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0315,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0316,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0317,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0318,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0319,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0320,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0321,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0322,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0323,510300_dca__IC,"{""etf_baseline"":""510300_dca"",""product"":""IC"",""trend_window"":120,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0324,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0325,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0326,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0327,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0328,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0329,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0330,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0331,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0332,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0333,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0334,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0335,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0336,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0337,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0338,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0339,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0340,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0341,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0342,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0343,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0344,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0345,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0346,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0347,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":1.5,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0348,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0349,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0350,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0351,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0352,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0353,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0354,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0355,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0356,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0357,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0358,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0359,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":20,""nav_margin_multiple"":2.0,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0360,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0361,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0362,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0363,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0364,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0365,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0366,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0367,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0368,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0369,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0370,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0371,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.25,""roll_lead_days"":5,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0372,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0373,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0374,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0}",False
CO-0375,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":1,""margin_buffer"":0.3,""risk_reduction"":0.5}",False
CO-0376,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0}",False
CO-0377,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.2,""risk_reduction"":0.5}",False
CO-0378,510300_dca__IM,"{""etf_baseline"":""510300_dca"",""product"":""IM"",""trend_window"":60,""nav_margin_multiple"":1.5,""roll_lead_days"":3,""margin_buffer"":0.3,""risk_reduction"":0}",False
